filename_base,task_id,source,misjudgement,answer,llm_answer,evaluated,data_id,difficulty,problem_text_length,solution_text_length,prompt_perplexity,statement_gunning_fog_index,statement_flesch_kincaid_grade,api_calls,actual_verdict,File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time,module,pylint_total_issues,pylint_convention,pylint_error,pylint_refactor,pylint_warning,File,complexity_sum,bandit_total_issues,bandit_unique_severities,bandit_unique_confidences
code_task_15_data_codegeex,15,codegeex,False,C,C,C,73,1,1360,192,1.0000037697296307,13.417931034482757,10.903689655172418,10,WA,code_task_15_data_codegeex.py,13,12,12,0,0,63.152415511496784,5,8,13,6,12,18,13,66.60791492653966,3.75,249.77968097452373,0.0222026383088465,13.876648943029096,code_task_15_data_codegeex,2.0,2.0,0.0,0.0,0.0,code_task_15_data_codegeex.py,6,0.0,0.0,0.0
code_task_15_data_gpt4,15,gpt4,False,A,A,A,74,1,1360,218,1.0000003128163746,13.417931034482757,10.903689655172418,6,AC,code_task_15_data_gpt4.py,12,11,11,0,0,62.37252292375464,6,10,16,9,18,27,16,108.0,5.4,583.2,0.036,32.400000000000006,code_task_15_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_15_data_gpt4.py,9,0.0,0.0,0.0
code_task_15_data_wizardcoder,15,wizardcoder,False,C,C,C,75,1,1360,269,1.082139057579124,13.417931034482757,10.903689655172418,6,WA,code_task_15_data_wizardcoder.py,15,14,14,0,0,59.08208308690861,6,12,18,11,22,33,18,137.6075250475963,5.5,756.8413877617797,0.0458691750158654,42.04674376454332,code_task_15_data_wizardcoder,2.0,2.0,0.0,0.0,0.0,code_task_15_data_wizardcoder.py,9,0.0,0.0,0.0
code_task_15_data_Mixtral,15,Mixtral,False,C,C,C,76,1,1360,192,1.0000015048541353,13.417931034482757,10.903689655172418,4,WA,code_task_15_data_Mixtral.py,11,10,10,0,0,68.07839560482668,2,4,6,3,6,9,6,23.264662506490403,1.5,34.89699375973561,0.0077548875021634,1.938721875540867,code_task_15_data_Mixtral,2.0,2.0,0.0,0.0,0.0,code_task_15_data_Mixtral.py,7,0.0,0.0,0.0
code_task_16_data_wenxin,16,wenxin,False,C,C,C,77,1,1631,216,1.0000003128163746,12.264765525982256,10.45559885931559,10,WA,code_task_16_data_wenxin.py,12,8,8,2,0,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211,0.1320802083934297,code_task_16_data_wenxin,1.0,1.0,0.0,0.0,0.0,code_task_16_data_wenxin.py,2,0.0,0.0,0.0
code_task_16_data_Mixtral,16,Mixtral,False,C,C,C,78,1,1631,405,1.0000276108358805,12.264765525982256,10.45559885931559,9,WA,code_task_16_data_Mixtral.py,18,15,15,0,6,59.73205417287164,5,10,15,8,13,21,15,82.0447025077789,3.25,266.6452831502814,0.0273482341692596,14.8136268416823,code_task_16_data_Mixtral,3.0,3.0,0.0,0.0,0.0,code_task_16_data_Mixtral.py,8,0.0,0.0,0.0
code_task_16_data_claude3,16,claude3,False,C,C,C,80,1,1631,792,1.0000062730192742,12.264765525982256,10.45559885931559,19,WA,code_task_16_data_claude3.py,31,19,19,6,7,87.07948255867394,3,7,10,4,7,11,10,36.541209043760986,1.5,54.81181356564148,0.0121804030145869,3.0451007536467487,code_task_16_data_claude3,7.0,2.0,0.0,0.0,5.0,code_task_16_data_claude3.py,6,0.0,0.0,0.0
code_task_16_data_gpt4,16,gpt4,False,A,A,A,81,1,1631,173,1.0024814630478236,12.264765525982256,10.45559885931559,11,AC,code_task_16_data_gpt4.py,12,10,10,0,0,66.44080176157009,4,6,10,4,8,12,10,39.863137138648355,2.6666666666666665,106.3016990363956,0.0132877123795494,5.905649946466422,code_task_16_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_16_data_gpt4.py,4,0.0,0.0,0.0
code_task_17_data_gemini,17,gemini,False,C,C,C,82,1,2206,126,1.135890430971392,9.229963721933524,5.908302774781845,5,WA,code_task_17_data_gemini.py,8,7,7,0,0,68.86376679222262,3,6,9,6,12,18,9,57.058650025961626,3.0,171.17595007788486,0.0190195500086538,9.509775004326936,code_task_17_data_gemini,1.0,1.0,0.0,0.0,0.0,code_task_17_data_gemini.py,3,0.0,0.0,0.0
code_task_17_data_gemma,17,gemma,False,C,C,C,83,1,2206,58,1.0000130676934331,9.229963721933524,5.908302774781845,3,WA,code_task_17_data_gemma.py,2,2,2,0,0,83.47823723435607,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.0084220647661728,1.6844129532345624,code_task_17_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_17_data_gemma.py,0,0.0,0.0,0.0
code_task_17_data_Mixtral,17,Mixtral,False,C,C,C,84,1,2206,208,1.0007118507478003,9.229963721933524,5.908302774781845,4,WA,code_task_17_data_Mixtral.py,8,5,5,0,0,70.67542015812067,5,10,15,8,16,24,15,93.76537429460444,4.0,375.06149717841777,0.0312551247648681,20.836749843245432,code_task_17_data_Mixtral,2.0,2.0,0.0,0.0,0.0,code_task_17_data_Mixtral.py,1,0.0,0.0,0.0
code_task_17_data_gpt4,17,gpt4,False,A,A,A,86,1,2206,114,1.000001266446481,9.229963721933524,5.908302774781845,5,AC,code_task_17_data_gpt4.py,8,7,7,0,0,70.46612795577464,3,4,7,4,8,12,7,33.68825906469125,3.0,101.06477719407376,0.0112294196882304,5.614709844115208,code_task_17_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_17_data_gpt4.py,3,0.0,0.0,0.0
code_task_17_data_chatglm,17,chatglm,False,C,C,C,87,1,2206,382,1.000007941882063,9.229963721933524,5.908302774781845,4,WA,code_task_17_data_chatglm.py,18,14,14,0,0,58.137905782256304,3,14,17,16,32,48,17,196.19821638001633,3.4285714285714284,672.6795990171988,0.0653994054600054,37.37108883428883,code_task_17_data_chatglm,1.0,1.0,0.0,0.0,0.0,code_task_17_data_chatglm.py,7,0.0,0.0,0.0
code_task_18_data_magiccoder,18,magiccoder,False,C,C,C,88,1,700,158,1.0000961571812044,9.302564102564103,6.322735042735044,3,WA,code_task_18_data_magiccoder.py,15,14,12,0,0,63.56314197676087,2,6,8,4,8,12,8,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,code_task_18_data_magiccoder,2.0,2.0,0.0,0.0,0.0,code_task_18_data_magiccoder.py,4,0.0,0.0,0.0
code_task_18_data_chatglm,18,chatglm,False,C,C,C,89,1,700,193,1.0009118790267986,9.302564102564103,6.322735042735044,6,WA,code_task_18_data_chatglm.py,12,11,10,0,2,65.08026671838552,3,8,11,5,9,14,11,48.43204266092217,1.6875,81.72907199030617,0.0161440142203073,4.540503999461453,code_task_18_data_chatglm,2.0,2.0,0.0,0.0,0.0,code_task_18_data_chatglm.py,1,0.0,0.0,0.0
code_task_18_data_qwen,18,qwen,True,B,C,B,90,1,700,436,1.0000062730192742,9.302564102564103,6.322735042735044,0,CE,code_task_18_data_qwen.py,24,18,18,1,4,71.39069404154134,4,10,14,10,20,30,14,114.22064766172812,4.0,456.8825906469124,0.038073549220576,25.38236614705069,code_task_18_data_qwen,1.0,0.0,1.0,0.0,0.0,code_task_18_data_qwen.py,5,0.0,0.0,0.0
code_task_19_data_wenxin,19,wenxin,False,C,C,C,91,1,3158,408,1.0003355221005812,10.307422559906488,8.224482758620692,15,WA,code_task_19_data_wenxin.py,13,9,9,5,0,95.73215677170644,3,8,11,5,10,15,11,51.89147427955947,1.875,97.296514274174,0.0172971580931864,5.405361904120777,code_task_19_data_wenxin,1.0,1.0,0.0,0.0,0.0,code_task_19_data_wenxin.py,4,0.0,0.0,0.0
code_task_19_data_llama,19,llama,True,B,C,B,92,1,3158,1285,1.0005531856833647,10.307422559906488,8.224482758620692,0,CE,code_task_19_data_llama.py,45,0,0,43,0,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,code_task_19_data_llama,1.0,0.0,1.0,0.0,0.0,code_task_19_data_llama.py,0,0.0,0.0,0.0
code_task_19_data_gpt4,19,gpt4,False,A,A,A,93,1,3158,321,1.0000168822686506,10.307422559906488,8.224482758620692,9,AC,code_task_19_data_gpt4.py,12,11,11,0,0,63.50521884004475,3,9,12,6,13,19,12,68.11428751370197,2.1666666666666665,147.5809562796876,0.0227047625045673,8.1989420155382,code_task_19_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_19_data_gpt4.py,7,0.0,0.0,0.0
code_task_19_data_gpt3.5,19,gpt3.5,False,C,C,C,94,1,3158,670,1.000000432020081,10.307422559906488,8.224482758620692,12,WA,code_task_19_data_gpt3.5.py,22,14,14,6,4,90.75316778895537,3,8,11,5,10,15,11,51.89147427955947,1.875,97.296514274174,0.0172971580931864,5.405361904120777,code_task_19_data_gpt3.5,6.0,4.0,0.0,0.0,2.0,code_task_19_data_gpt3.5.py,4,0.0,0.0,0.0
code_task_20_data_codellama,20,codellama,False,C,C,C,95,1,1380,105,1.0000001936126681,8.259729570840681,6.864059376837158,5,WA,code_task_20_data_codellama.py,8,9,7,0,0,70.90487920727585,2,3,5,2,4,6,5,13.931568569324174,1.3333333333333333,18.575424759098897,0.0046438561897747,1.0319680421721609,code_task_20_data_codellama,1.0,1.0,0.0,0.0,0.0,code_task_20_data_codellama.py,2,0.0,0.0,0.0
code_task_20_data_Mixtral,20,Mixtral,False,C,C,C,96,1,1380,643,1.000002935301142,8.259729570840681,6.864059376837158,22,WA,code_task_20_data_Mixtral.py,18,14,14,0,6,59.436803521195245,6,16,22,10,20,30,22,133.78294855911892,3.75,501.68605709669595,0.0445943161863729,27.87144761648311,code_task_20_data_Mixtral,8.0,6.0,0.0,0.0,2.0,code_task_20_data_Mixtral.py,3,0.0,0.0,0.0
code_task_20_data_deepseekcoder,20,deepseekcoder,False,C,C,C,98,1,1380,332,1.0002035611043616,8.259729570840681,6.864059376837158,11,WA,code_task_20_data_deepseekcoder.py,16,14,14,0,4,61.46805483346652,4,8,12,7,13,20,12,71.69925001442313,3.25,233.0225625468752,0.0238997500048077,12.945697919270843,code_task_20_data_deepseekcoder,3.0,2.0,0.0,0.0,1.0,code_task_20_data_deepseekcoder.py,5,0.0,0.0,0.0
code_task_21_data_starcoder,21,starcoder,False,C,C,C,99,1,1459,372,1.0000006704275366,15.897435897435898,11.55846153846154,8,WA,code_task_21_data_starcoder.py,16,7,7,4,0,100.0,2,3,5,2,3,5,5,11.60964047443681,1.0,11.60964047443681,0.0038698801581456,0.6449800263576005,code_task_21_data_starcoder,1.0,1.0,0.0,0.0,0.0,code_task_21_data_starcoder.py,0,0.0,0.0,0.0
code_task_21_data_gpt3.5,21,gpt3.5,False,A,C,A,100,1,1459,266,1.0235226460981595,15.897435897435898,11.55846153846154,14,AC,code_task_21_data_gpt3.5.py,11,7,7,0,1,69.30031493752615,1,7,8,6,12,18,8,54.0,0.8571428571428571,46.285714285714285,0.018,2.571428571428571,code_task_21_data_gpt3.5,6.0,4.0,0.0,0.0,2.0,code_task_21_data_gpt3.5.py,0,0.0,0.0,0.0
code_task_22_data_claude3,22,claude3,False,C,C,C,102,1,662,279,1.000028683700571,7.564150943396226,5.94165094339623,6,WA,code_task_22_data_claude3.py,19,14,14,0,4,61.557537725998785,4,9,13,6,12,18,13,66.60791492653966,2.6666666666666665,177.62110647077242,0.0222026383088465,9.867839248376246,code_task_22_data_claude3,5.0,4.0,0.0,0.0,1.0,code_task_22_data_claude3.py,4,0.0,0.0,0.0
code_task_22_data_gpt4,22,gpt4,False,A,A,A,103,1,662,452,1.002479913217217,7.564150943396226,5.94165094339623,5,AC,code_task_22_data_gpt4.py,11,10,9,0,5,62.57083728804509,6,15,21,10,21,31,21,136.16184010614157,4.2,571.8797284457946,0.0453872800353805,31.77109602476637,code_task_22_data_gpt4,4.0,3.0,0.0,0.0,1.0,code_task_22_data_gpt4.py,4,0.0,0.0,0.0
code_task_23_data_gpt4,23,gpt4,False,C,C,C,104,1,856,194,1.0000007896312857,7.747075743048898,6.062727708533078,8,WA,code_task_23_data_gpt4.py,9,6,6,0,0,77.74608000397652,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211,0.1320802083934297,code_task_23_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_23_data_gpt4.py,0,0.0,0.0,0.0
code_task_23_data_magiccoder,23,magiccoder,True,C,C,C,105,1,856,416,1.000007941882063,7.747075743048898,6.062727708533078,17,RE,code_task_23_data_magiccoder.py,15,14,14,0,5,64.13591943189549,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.0095097750043269,2.377443751081734,code_task_23_data_magiccoder,6.0,4.0,0.0,0.0,2.0,code_task_23_data_magiccoder.py,10,0.0,0.0,0.0
code_task_23_data_gemma,23,gemma,False,C,C,C,106,1,856,121,1.0000001936126681,7.747075743048898,6.062727708533078,8,WA,code_task_23_data_gemma.py,10,12,10,0,0,67.71070779860885,2,3,5,3,4,7,5,16.253496664211536,1.3333333333333333,21.67132888561538,0.0054178322214038,1.2039627158675212,code_task_23_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_23_data_gemma.py,2,0.0,0.0,0.0
code_task_23_data_Mixtral,23,Mixtral,False,C,C,C,107,1,856,1095,1.0000048425671522,7.747075743048898,6.062727708533078,29,WA,code_task_23_data_Mixtral.py,31,20,20,5,1,80.90826496658056,9,21,30,12,24,36,30,176.64806144190666,5.142857142857143,908.4757445583772,0.0588826871473022,50.47087469768762,code_task_23_data_Mixtral,8.0,5.0,0.0,0.0,3.0,code_task_23_data_Mixtral.py,13,0.0,0.0,0.0
code_task_23_data_wizardcoder,23,wizardcoder,False,B,B,B,108,1,856,615,1.0007101806893601,7.747075743048898,6.062727708533078,0,CE,code_task_23_data_wizardcoder.py,26,12,12,8,0,95.51144676980164,2,4,6,3,6,9,6,23.264662506490403,1.5,34.89699375973561,0.0077548875021634,1.938721875540867,code_task_23_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_23_data_wizardcoder.py,4,0.0,0.0,0.0
code_task_23_data_starcoder,23,starcoder,False,C,C,C,109,1,856,882,1.000010206772706,7.747075743048898,6.062727708533078,20,WA,code_task_23_data_starcoder.py,29,26,26,0,9,51.501702223450586,9,24,33,14,28,42,33,211.86455301305503,5.25,1112.2889033185388,0.0706215176710183,61.79382796214104,code_task_23_data_starcoder,2.0,2.0,0.0,0.0,0.0,code_task_23_data_starcoder.py,13,0.0,0.0,0.0
code_task_24_data_Mixtral,24,Mixtral,False,C,C,C,111,1,1265,976,1.0000167630628127,6.39264705882353,4.670955882352942,24,WA,code_task_24_data_Mixtral.py,31,29,29,0,21,48.68739850476745,3,19,22,16,32,48,22,214.05271769459029,2.526315789473684,540.7647604915965,0.0713509058981967,30.04248669397758,code_task_24_data_Mixtral,6.0,3.0,0.0,2.0,1.0,code_task_24_data_Mixtral.py,28,0.0,0.0,0.0
code_task_24_data_deepseekcoder,24,deepseekcoder,False,A,A,A,112,1,1265,950,1.0302013916304726,6.39264705882353,4.670955882352942,10,AC,code_task_24_data_deepseekcoder.py,33,30,30,0,16,47.62519067379146,9,27,36,25,47,72,36,372.2346001038465,7.833333333333333,2915.837700813464,0.1240782000346154,161.99098337852578,code_task_24_data_deepseekcoder,5.0,3.0,0.0,0.0,2.0,code_task_24_data_deepseekcoder.py,27,0.0,0.0,0.0
code_task_24_data_wizardcoder,24,wizardcoder,False,C,C,C,113,1,1265,1690,1.0000583667031286,6.39264705882353,4.670955882352942,14,WA,code_task_24_data_wizardcoder.py,36,30,30,4,43,58.98189286726685,4,77,81,88,198,286,81,1813.1971008250027,5.142857142857143,9325.013661385728,0.6043990336083342,518.0563145214294,code_task_24_data_wizardcoder,17.0,9.0,0.0,6.0,2.0,code_task_24_data_wizardcoder.py,36,0.0,0.0,0.0
code_task_24_data_starcoder,24,starcoder,False,C,C,C,114,1,1265,1313,1.0001584976282452,6.39264705882353,4.670955882352942,26,WA,code_task_24_data_starcoder.py,41,29,29,8,19,77.02467449099466,3,16,19,9,18,27,19,114.6940428629768,1.6875,193.54619733127336,0.0382313476209922,10.752566518404077,code_task_24_data_starcoder,6.0,4.0,0.0,0.0,2.0,code_task_24_data_starcoder.py,17,0.0,0.0,0.0
code_task_25_data_wizardcoder,25,wizardcoder,True,B,C,B,115,1,839,505,1.0007101806893601,10.26437908496732,9.22169117647059,0,CE,code_task_25_data_wizardcoder.py,19,18,18,0,0,55.625080930500054,7,10,17,15,27,42,17,171.67343933251428,9.45,1622.3140016922598,0.0572244797775047,90.12855564957,code_task_25_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_25_data_wizardcoder.py,22,0.0,0.0,0.0
code_task_25_data_claude3,25,claude3,False,C,C,C,116,1,839,535,1.0000011472426182,10.26437908496732,9.22169117647059,9,WA,code_task_25_data_claude3.py,27,19,19,3,6,77.73341356435516,7,12,19,11,19,30,19,127.43782540330756,5.541666666666667,706.2179491099961,0.0424792751344358,39.234330506110894,code_task_25_data_claude3,4.0,2.0,0.0,0.0,2.0,code_task_25_data_claude3.py,7,0.0,0.0,0.0
code_task_25_data_qwen,25,qwen,False,C,C,C,117,1,839,1147,1.0000167630628127,10.26437908496732,9.22169117647059,11,WA,code_task_25_data_qwen.py,44,29,29,6,13,71.46527204911969,10,24,34,28,52,80,34,406.9970273000272,10.833333333333334,4409.1344624169615,0.1356656757666757,244.95191457872008,code_task_25_data_qwen,10.0,7.0,0.0,1.0,2.0,code_task_25_data_qwen.py,18,0.0,0.0,0.0
code_task_25_data_starcoder,25,starcoder,False,C,C,C,118,1,839,2031,1.0142642876762493,10.26437908496732,9.22169117647059,19,WA,code_task_25_data_starcoder.py,65,38,38,13,17,71.46950225498847,10,28,38,34,53,87,38,456.5696936695919,9.464285714285714,4321.106029372923,0.1521898978898639,240.0614460762735,code_task_25_data_starcoder,21.0,4.0,5.0,0.0,12.0,code_task_25_data_starcoder.py,17,2.0,1.0,1.0
code_task_26_data_claude3,26,claude3,False,C,C,C,119,1,1745,1219,1.000150274977982,8.818255428781745,5.298708133971292,15,WA,code_task_26_data_claude3.py,49,52,40,4,0,59.66630089241742,3,28,31,36,72,108,31,535.0532015217826,3.857142857142857,2063.7766344411616,0.1783510671739275,114.65425746895342,code_task_26_data_claude3,2.0,1.0,0.0,0.0,1.0,code_task_26_data_claude3.py,12,0.0,0.0,0.0
code_task_26_data_gemma,26,gemma,False,C,C,C,120,1,1745,1274,1.001171029771296,8.818255428781745,5.298708133971292,44,WA,code_task_26_data_gemma.py,38,38,38,0,0,48.22337498878562,1,24,25,12,24,36,25,167.17882283189007,0.5,83.58941141594504,0.0557262742772966,4.643856189774724,code_task_26_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_26_data_gemma.py,12,0.0,0.0,0.0
code_task_26_data_magiccoder,26,magiccoder,False,C,C,C,121,1,1745,441,1.0000018624656668,8.818255428781745,5.298708133971292,7,WA,code_task_26_data_magiccoder.py,16,13,13,0,2,57.63673898011197,3,19,22,26,52,78,22,347.8356662537092,4.105263157894737,1427.956945673122,0.1159452220845697,79.33094142628455,code_task_26_data_magiccoder,6.0,5.0,0.0,0.0,1.0,code_task_26_data_magiccoder.py,0,0.0,0.0,0.0
code_task_27_data_wizardcoder,27,wizardcoder,False,C,C,C,123,1,1402,683,1.0000018624656668,11.734693877551022,8.284795918367347,4,WA,code_task_27_data_wizardcoder.py,29,16,16,7,0,86.96163616672915,6,10,16,11,21,32,16,128.0,6.3,806.4,0.0426666666666666,44.8,code_task_27_data_wizardcoder,2.0,2.0,0.0,0.0,0.0,code_task_27_data_wizardcoder.py,6,0.0,0.0,0.0
code_task_27_data_chatglm,27,chatglm,False,C,C,C,124,1,1402,380,1.0000011472426182,11.734693877551022,8.284795918367347,11,WA,code_task_27_data_chatglm.py,21,21,18,0,0,54.64564380565637,4,18,22,15,26,41,22,182.8366963641292,2.888888888888889,528.1949006074843,0.0609455654547097,29.34416114486024,code_task_27_data_chatglm,3.0,3.0,0.0,0.0,0.0,code_task_27_data_chatglm.py,7,0.0,0.0,0.0
code_task_28_data_deepseekcoder,28,deepseekcoder,False,C,C,C,125,1,2762,340,1.0000167630628127,11.426567656765677,8.48199257425743,10,WA,code_task_28_data_deepseekcoder.py,19,14,14,0,0,66.12375720067395,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,code_task_28_data_deepseekcoder,1.0,1.0,0.0,0.0,0.0,code_task_28_data_deepseekcoder.py,5,0.0,0.0,0.0
code_task_28_data_starcoder,28,starcoder,False,C,C,C,126,1,2762,725,1.0001584976282452,11.426567656765677,8.48199257425743,16,WA,code_task_28_data_starcoder.py,27,15,14,5,0,89.51130583664298,4,7,11,5,9,14,11,48.43204266092217,2.5714285714285716,124.53953827094274,0.0161440142203073,6.918863237274596,code_task_28_data_starcoder,2.0,1.0,0.0,0.0,1.0,code_task_28_data_starcoder.py,2,0.0,0.0,0.0
code_task_28_data_llama,28,llama,True,B,C,B,127,1,2762,885,1.0007101806893601,11.426567656765677,8.48199257425743,0,CE,code_task_28_data_llama.py,29,18,18,5,0,86.29506483609568,3,6,9,4,8,12,9,38.03910001730775,2.0,76.0782000346155,0.0126797000057692,4.226566668589751,code_task_28_data_llama,1.0,0.0,1.0,0.0,0.0,code_task_28_data_llama.py,2,0.0,0.0,0.0
code_task_28_data_Mixtral,28,Mixtral,False,C,C,C,128,1,2762,671,1.0000276108358805,11.426567656765677,8.48199257425743,20,WA,code_task_28_data_Mixtral.py,29,23,21,3,0,78.40754250049494,2,6,8,5,10,15,8,45.0,1.6666666666666667,75.0,0.015,4.166666666666667,code_task_28_data_Mixtral,2.0,2.0,0.0,0.0,0.0,code_task_28_data_Mixtral.py,6,0.0,0.0,0.0
code_task_29_data_gemma,29,gemma,False,C,C,C,129,1,1099,410,1.0000062730192742,9.9566493955095,8.229650259067359,13,WA,code_task_29_data_gemma.py,19,19,19,0,7,59.154669657043456,3,8,11,5,10,15,11,51.89147427955947,1.875,97.296514274174,0.0172971580931864,5.405361904120777,code_task_29_data_gemma,3.0,3.0,0.0,0.0,0.0,code_task_29_data_gemma.py,9,0.0,0.0,0.0
code_task_30_data_starcoder,30,starcoder,False,C,C,C,133,1,1460,369,1.0000148557740673,9.775790621592149,6.976510359869138,5,WA,code_task_30_data_starcoder.py,18,11,11,3,0,89.67836942070282,4,7,11,7,13,20,11,69.18863237274596,3.7142857142857144,256.9863488130564,0.0230628774575819,14.277019378503134,code_task_30_data_starcoder,1.0,1.0,0.0,0.0,0.0,code_task_30_data_starcoder.py,7,0.0,0.0,0.0
code_task_30_data_gemini,30,gemini,False,C,C,C,134,1,1460,245,1.0000062730192742,9.775790621592149,6.976510359869138,6,WA,code_task_30_data_gemini.py,18,14,14,0,4,64.43796465322242,2,6,8,3,6,9,8,27.0,1.0,27.0,0.009,1.5,code_task_30_data_gemini,4.0,3.0,0.0,0.0,1.0,code_task_30_data_gemini.py,2,0.0,0.0,0.0
code_task_30_data_codegeex,30,codegeex,False,C,C,C,135,1,1460,289,1.000010206772706,9.775790621592149,6.976510359869138,8,WA,code_task_30_data_codegeex.py,17,13,12,0,5,63.21755014951857,3,10,13,5,10,15,13,55.506595772116384,1.5,83.25989365817458,0.0185021985907054,4.625549647676365,code_task_30_data_codegeex,8.0,6.0,2.0,0.0,0.0,code_task_30_data_codegeex.py,1,0.0,0.0,0.0
code_task_31_data_codegeex,31,codegeex,False,C,C,C,136,1,1860,327,1.000000432020081,10.286331675527354,8.310310409878237,8,WA,code_task_31_data_codegeex.py,21,17,17,0,6,58.94691230074502,5,12,17,7,14,21,17,85.83671966625714,2.9166666666666665,250.3570990265833,0.0286122398887523,13.908727723699071,code_task_31_data_codegeex,6.0,5.0,0.0,0.0,1.0,code_task_31_data_codegeex.py,4,0.0,0.0,0.0
code_task_31_data_gemini,31,gemini,False,C,C,C,137,1,1860,481,1.000010206772706,10.286331675527354,8.310310409878237,7,WA,code_task_31_data_gemini.py,23,20,20,0,6,53.524399318340485,8,27,35,20,40,60,35,307.756981016698,5.925925925925926,1823.7450726915436,0.1025856603388993,101.31917070508575,code_task_31_data_gemini,5.0,4.0,0.0,0.0,1.0,code_task_31_data_gemini.py,4,0.0,0.0,0.0
code_task_31_data_deepseekcoder,31,deepseekcoder,False,C,C,C,138,1,1860,809,1.0000023392813167,10.286331675527354,8.310310409878237,11,WA,code_task_31_data_deepseekcoder.py,25,20,20,0,5,54.31090971879425,6,22,28,18,36,54,28,259.5971657911106,4.909090909090909,1274.386086610907,0.0865323885970368,70.79922703393926,code_task_31_data_deepseekcoder,10.0,5.0,0.0,0.0,5.0,code_task_31_data_deepseekcoder.py,2,0.0,0.0,0.0
code_task_31_data_wizardcoder,31,wizardcoder,False,C,C,C,139,1,1860,607,1.0000062730192742,10.286331675527354,8.310310409878237,6,WA,code_task_31_data_wizardcoder.py,26,11,11,7,0,90.18239270584202,7,20,27,14,28,42,27,199.7052750908657,4.9,978.555847945242,0.0665684250302885,54.36421377473567,code_task_31_data_wizardcoder,2.0,2.0,0.0,0.0,0.0,code_task_31_data_wizardcoder.py,0,0.0,0.0,0.0
